GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1994,1994,1994,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1.0,1.0 [0.9-1.1],0.9,1.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,27.55165,27.6 [26.4-28.7],26.42424,28.65355
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,410122.5,410123 [267972-573580],267972.2,573579.5
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,12.2317,12.2 [10.5-14.0],10.4925,13.9638
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-fasting-blood-glucose-age-standardized-estimate,1992,1992,1992,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,5.22114,5.22 [4.93-5.51],4.92953,5.51378
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1991,1991,1991,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,0.20139,0.2 [0.1-0.3],0.10644,0.32924
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,38.74145,38.7 [36.6-40.8],36.62542,40.83459
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,1995,1995,1995,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,4.9,4.9 [3.2-7.2],3.2,7.2
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,2.84744,2.8 [2.0-3.9],1.96581,3.91579
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,6.2,6.2 [4.9-7.8],4.9,7.8
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,28.91879,28.9 [27.4-30.4],27.40341,30.44944
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1981,1981,1981,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.1,1.1 [0.8-1.3],0.8,1.3
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,31.03011,31.0 [29.4-32.6],29.44275,32.60959
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%287-0-mmol-l%29%28age-standardized-estimate%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,8.3,8.3 [4.8-12.8],4.8,12.8
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,0.36636,0.4 [0.2-0.5],0.22489,0.54586
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,7.2,7.2 [4.6-10.3],4.6,10.3
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.4,4.4 [4.3-4.5],4.3,4.5
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.1,1.1 [1.0-1.1],1.0,1.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1991,1991,1991,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,0.13927,0.1 [0.1-0.2],0.07133,0.23525
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2016,2016,2016,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,4.2,4.2 [4.0-4.4],4.0,4.4
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,399700.8,399701 [254564-565612],254563.9,565612.1
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,20.65,20.6,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,11.37,11.4,,
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,594934.9,594935 [430228-753343],430227.5,753343.3
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.1,1.1 [1.0-1.1],1.0,1.1
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%287-0-mmol-l%29%28age-standardized-estimate%29,1984,1984,1984,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.7,4.7 [2.8-7.3],2.8,7.3
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,1988,1988,1988,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.1,4.1 [2.7-6.0],2.7,6.0
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,960549.4,960549 [780665-1170137],780665.3,1170137.0
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,6.4,6.4 [4.6-8.6],4.6,8.6
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,301027.4,301027 [246374-368503],246374.2,368502.6
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,4.3,4.3 [4.2-4.5],4.2,4.5
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,7.2,7.2 [5.0-9.8],5.0,9.8
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1782101.0,1782101 [1424815-2192146],1424815.0,2192146.0
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,7.5,7.5 [4.2-11.7],4.2,11.7
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,18.33054,18.3 [17.5-19.2],17.45275,19.22659
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2018,2018,2018,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.23,0.23,0.13168,0.32686
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1.08718,1.1 [1.0-1.2],0.96453,1.21491
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1.48665,1.5 [1.3-1.7],1.31775,1.66002
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1.30521,1.3 [1.1-1.5],1.13197,1.48963
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1894974.0,1894974 [1336250-2601142],1336250.0,2601142.0
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,74.66847,74.7 [67.6-80.6],67.63612,80.61012
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/probability-of-dying-between-exact-ages-30-and-70-from-any-of-cardiovascular-disease-cancer-diabetes-or-chronic-respiratory-%28-%29,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,27.37773,27.4 [22.8-32.3],22.819,32.25185
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,2.01505,2.0 [1.5-2.7],1.46414,2.68607
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1988,1988,1988,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.01,0.01,,
NCD_CCS_cervicalcancerscreening,Existence of national screening program for cervical cancer,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-national-screening-program-for-cervical-cancer,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.05618,4.1 [3.7-4.4],3.72927,4.40288
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-cervical-cancer-screening-among-women-aged-30-49-years-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,2.0,2 [1-2],1.0,2.0
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.59918,3.6 [3.3-4.0],3.25636,3.95486
NCD_CCS_CancerPlan,Existence of operational policy/strategy/action plan for cancer,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-operational-policy-strategy-action-plan-for-cancer,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.1,1.1 [1.0-1.1],1.0,1.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,30.25514,30.3 [28.3-32.2],28.33613,32.19457
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,9.14954,9.1 [8.0-10.4],7.98772,10.43005
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,6.5,6.5 [4.7-8.7],4.7,8.7
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,1995,1995,1995,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,4.3,4.3 [4.1-4.5],4.1,4.5
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-nonagestd-tobnonagestdcurr,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,7.6,7.6 [6.0-9.1],6.0,9.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1996,1996,1996,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,0.3246,0.3 [0.2-0.5],0.19259,0.49447
